startupID,startupName,ICB_industry,accelaratorResult,accelerator,accleratorDate,ICB_sector,businessModel,dealInvestmentAmount,description,equityValuation,foundedDate,groupClassification,incubator,incubatorDate,incubatorResult,investmentStage,investorName,investorType,keyword,linkedinURL,roundDate,roundInvestmentAmount,roundInvestorCount,roundLeadInvestorType,roundValuation,source,stageClassification,startupClassification,startupStatus,state,founderName,city,website,Lat,Lon
YNOS1451,LOGINEXT,Industrials,,,,Industrial goods and services,B2B,"['',  '']","LogiNext offers logistic and field workforce solutions to plan,  optimize,  track,  and analyze resource and asset movement in real-time.","['',  '']",2014-10-07,['Enterprise Software'],,,,"['Seed Funding',  'Seed Funding']","['AJIT SURANA',  'SANJAY MEHTA']","['Angel',  'Angel']",['Enterprise Software'],"['https://in.linkedin.com/in/ajit-surana-97b8a799',  '']","[Timestamp('2015-04-07 00:00:00'),  Timestamp('2015-04-07 00:00:00')]","['',  '']",,,,TrakIn,"['',  '']",['Software and Internet Services'],,California,"['DHRUVIL SANGHVI',  'MANISHA RAISINGHANI']",Fremont,,,
YNOS1452,LOGINEXT SOLUTIONS,Technology,,,,Software & Computer Services,B2C,"['',  '',  '',  '',  '',  '',  '',  '',  '',  '',  '']","LogiNext Solutions Pvt Ltd. helps logistics and supply chain companies. The Company focuses on real-time communication,  real-time analysis of missed,  pending and delivered orders,  transport analytics applications,  tracking,  pick-up and delivery automation,  merge retail distribution with e-tail deliveries,  and keep records of returns and reverse logistics.","[101.3609225,  101.3609225,  101.3609225,  101.3609225,  101.3609225,  101.3609225,  101.3609225,  101.3609225,  101.3609225,  101.3609225,  101.3609225]",2014-01-01,['Delivery services and logistics'],,,,"['Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed']","['AJAY PRABHAKAR LAVAKARE',  'AJIT KUMAR SURANA',  'ANANDA KALLUGADDE',  'MUNISH JAUHAR',  'NITIN SINGHAL',  'RAJENDRA PANDHARE',  'RITESH VEERA',  'SANJAY MEHTA',  'UDAY SODHI',  'VIKAS KUTHIALA',  'VINAY SOMANI']","['Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel']",['Logistics services'],"['',  '',  '',  '',  '',  '',  '',  '',  '',  '',  '']","[Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00')]","[30.79319163,  30.79319163,  30.79319163,  30.79319163,  30.79319163,  30.79319163,  30.79319163,  30.79319163,  30.79319163,  30.79319163,  30.79319163]",,,,VCC,"['Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed']",['Hyperlocal and Logistics'],Angel investment,Maharashtra,['Manisha Raisinghani'],Mumbai,http://www.loginextsolutions.com,19.180874,72.857452
YNOS1453,LOLLYPOP FOODS,Consumergoods,,,,Food and beverage,B2C,,Lollypop Foods Private Limited provides online ordering and delivery of Chinese food? ,,2013-01-01 0:00:00,['Food Products'],,,,,[''],,['Chinese food'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Consumer Products and Services'],Angel investment,Maharashtra,"['Gautam Sinha',  'Hitesh Bhatia']",Mumbai,,19.180874,72.857452
YNOS1454,LONGMAN SUNTECH ENERGY,Industrials,,,,Industrial goods and services,B2B,,"Longman Suntech Energy leases rooftop solar panels to provide users with clean,  renewable energy at no extra cost.",,2012-01-01,"['Solar energy',  'Renewable energy']",,,,,[''],,['Solar panels'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Clean Technology'],Angel investment,Maharashtra,"['PRIYAN VENKAT',  'HARTEJ SINGH',  'SUJIT THANNIKKETT']",Mumbai,,19.180874,72.857452
YNOS1455,LOOK4BOOK,,,,,,,,,,2008-01-01,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Internet marketplace and e-Commerce'],Angel investment,,[],,,,
YNOS1456,LOOKATME,Consumergoods,,,,personal and household goods,B2C,,"Fashion based social media mobile application LookAtMe has raised seed funding round from Eros Labs. The startup plans to infuse raised funds in the team,  technology,  and growth. Founded by an ex-Paytm executive,  Nakul Kapur in June 2016,  LookAtMe is a virtual stylist that helps users to shop better. Users can get professional stylists and community members to rate their looks,  get advice on what to wear,  and even shop directly from the app.",,,['Clothing & Accessories'],Eros Labs,2016-12-01 0:00:00,,,[''],,['Fashion'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Consumer Products and Services'],,,[],New Delhi,https://lookatmeapp.co,28.526592,77.290169
YNOS1457,LOOKUP,Telecommunication,,,,Telecommunication,B2C,"['',  '',  192.4574477,  '']",Lookup is a free and secure messaging app which helps consumers chat with local businesses or shops.,"['',  '',  '',  '']",,['Communication services'],,,,"['Seed Funding',  'Seed Funding',  'Private Equity',  'Private Equity']","['KRIS GOPALKRISHNAN',  'TERUHIDE SATO ',  'BIZ STONE',  'BIZ STONE']","['Angel',  'Angel',  'Angel',  'Angel']",['Messaging app'],"['http://techcircle.vccircle.com/tag/kris-gopalakrishnan/',  '',  'https://angel.co/biz-stone',  'https://angel.co/biz-stone']","[Timestamp('2015-01-05 00:00:00'),  Timestamp('2015-01-05 00:00:00'),  Timestamp('2015-05-20 00:00:00'),  Timestamp('2015-10-13 00:00:00')]","[24.37794338,  24.37794338,  192.4574477,  160.3812064]",,,,TrakIn,"['Pre-Seed',  'Pre-Seed',  'Series A',  'Series A']",['Software and Internet Services'],Angel investment,Karnataka,['Deepak Ravindra'],Bengaluru,,13.094454,77.586014
YNOS1458,LOTUS GREENS CONSTRUCTIONS,Industrials,,,,Industrial goods and services,B2B,"['',  '',  '',  '']",,"['',  '',  '',  '']",2013-03-01,"['Buy,  Rent and Sell Property']",,,,"['',  '',  '',  '']","['ANAND RAJARAMAN',  'GOKUL RAJARAM',  'MARK PERRY',  'NICKHIL JAKATDAR']","['Angel',  'Angel',  'Angel',  'Angel']",['Real estate developers'],"['https://www.linkedin.com/in/anandrajaraman',  'https://www.linkedin.com/in/gokulrajaram1',  'https://www.linkedin.com/in/mark-perry-94b682101',  '']","[Timestamp('2014-12-03 00:00:00'),  Timestamp('2014-12-03 00:00:00'),  Timestamp('2014-12-03 00:00:00'),  Timestamp('2014-12-03 00:00:00')]","[4436.092332,  4436.092332,  4436.092332,  4436.092332]",,,,VCC,"['Series C or Higher',  'Series C or Higher',  'Series C or Higher',  'Series C or Higher']",['Real estate'],,Uttar Pradesh,[],Noida,http://www.lotusgreens.in,28.535517,77.391029
YNOS1459,LOUD SHOUT,,,,,,,"['',  '']",,"['',  '']",2015-01-01,[],,,,"['Seed',  'Seed']","['RAVI KANT JAIPURIA',  'SANJAY SETHI']","['Angel',  'Angel']",[],"['',  '']","[Timestamp('2015-08-04 00:00:00'),  Timestamp('2015-08-04 00:00:00')]","['',  '']",,,,VCC,"['',  '']",[],,,[],,http://www.loudshout.in,,
YNOS1460,LOUDCELL,Technology,,,,Technology Hardware & Equipment,B2B,,A technology startup providing energy monitoring and analysis of diesel generators and electrical loads. The robust technology platform has been developed in the eco-system of IoT (Internet of Things) providing intelligent business analytics for the DG power generation and consumption.,,2012-01-01 0:00:00,['Industrial Internet of Things'],,,,,['INDIAN ANGEL NETWORK'],,"['Energy Solutions',  'Internet of Things',  'Data Analytics']",,"[Timestamp('2014-11-01 00:00:00'),  '',  '']","[5.0,  '',  '']","['',  '',  '']","['Angel Forum',  '',  '']","['',  '',  '']",VI,,['Technology'],Angel investment,,['RAMESH GUPTA'],New Delhi,http://loudcell.com/,28.526592,77.290169
YNOS1461,LOVEJODO,,,,,,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Internet marketplace and e-Commerce'],Angel investment,,[],,,,
YNOS1462,LUCEP,Technology,,,,Software & Computer Services,B2B,,Lucep is a software product company which is looking to enter the healthcare segment,,,['Communication services'],Escape Velocity,2014-07-01 0:00:00,,,[''],,['Notification and follow up'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Software and Internet Services'],,,[],Bengaluru,,13.094454,77.586014
YNOS1463,LUCIDEUS,Technology,,,,Software & Computer Services,B2B,,Cyber security service provider by consultancy training and solutions to counteract cyber attacks,,2012-01-01 0:00:00,['Enterprise Security'],,,,,"['ANAND CHANDRASEKARAN, OTHERS',  'AMIT CHOUDHARY',  'SANJAY BAWEJA']",,"['Cyber Security',  'Internet of Things']",,"[Timestamp('2016-07-01 00:00:00'),  Timestamp('2016-08-01 00:00:00'),  Timestamp('2016-09-01 00:00:00')]","['',  '',  '']","[1.0,  1.0,  2.0]","['Angel Investors',  'Angel Investors',  'Angel Investors']","['',  '',  '']",VI,,"['Software and Internet Services',  'Not required']",Angel investment,,['SAKET MODI'],New Delhi,http://lucideus.com/,28.526592,77.290169
YNOS1464,LUMENTRADE,Consumerservices,,,,Retail,B2C,,"India's largest Online Lighting store. Indoor and Outdoor Lighting. Over 3000 designs of Table Lamps,  Floor Lamps,  Wall Lights,  Pendant",,,['Marketplace'],,,,,[''],,['Online market place'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Internet marketplace and e-Commerce'],Angel investment,Tamil Nadu,[],Chennai,,12.981241,80.20945
YNOS1465,LUXEVA  (POPXO.COM),Consumerservices,,,,Retail,B2C,,"POPxo is India's online community for women that deals everything from fashion,  beauty,  lifestyle,  work,  and etc.",,2013-01-01,['Fashion'],,,,,[''],,['Beauty and fashion'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Internet marketplace and e-Commerce'],Angel investment,Delhi,"['NAMRATA BOSTROM',  'PRIYANKA GILL']",New Delhi,,28.526592,77.290169
YNOS1466,LUXURIA,Industrials,,,,Construction and materials,B2C,,"Prabhav group is one of the fast growing infrastructure development groups with significant presence in sectors like building,  infrastructure and other civil construction. Over a period of time the group has built a strong reputation with efficiency of works and has successfully implemented several important infrastructure projects in India.",,,"['Buy,  Rent and Sell Property']",,,,,[''],,,,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Real estate'],VC Funded,Maharashtra,[],Mumbai,,19.180874,72.857452
YNOS1467,LUXURY LIFESTYLE WEB-STORE INTERNATIONAL .,Consumerservices,,,,Retail,B2C,,,,,['Home and furniture'],,,,,[''],,['Online luxury shopping'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Internet marketplace and e-Commerce'],Angel investment,,[],,,,
YNOS1468,LYBRATE INDIA,Financials,,,,Financial services,B2B,[''],"It is inolved in Legal,  accounting,  book-keeping and auditing activities, tax consultancy, market research and public opinion polling, business and management consultancy",[''],2014-01-01,['Banking and Non Banking Financial services'],,,,['Series A'],['RATAN NAVAL TATA'],['Angel'],['Legal and accounts working area'],[''],[Timestamp('2015-07-08 00:00:00')],[654.3553222],,,,Deal Curry,['Series C or Higher'],['Fin-Tech and Payments'],Angel investment,,['Saurabh Arora'],New Delhi,https://www.lybrate.com/,28.526592,77.290169
YNOS1469,LYDON HARVEY (DAILYROUNDS),Healthcare,,,,Healthcare,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Health-Tech'],Angel investment,,[],,,,
YNOS1470,LYFENET.COM,Technology,,,,Software & Computer Services,B2B,,"A powerful,  feature rich and scalable IoT platform provides a secure and robust connections for our gateway devices to be able to effortlessly push data. It has been architected using a modular approach where different components can be independently enabled and scaled.",,,['Internet of things infrastructure'],,,,,[''],,['IoT Platform'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Technology'],Angel investment,,[],,,,
YNOS1471,M SQUARE DESIGN,Technology,,,,Technology Hardware & Equipment,B2B,,"Space and Industrial Design,  3D Visualizations",,,['3D Printing'],NDBI,2015-01-01 0:00:00,,,[''],,['Space Tech and 3d'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Technology'],,,[],Bengaluru,http://www.msquaredesign.in,13.094454,77.586014
YNOS1472,M-TOUCH,Technology,,,,Software & Computer Services,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Software and Internet Services'],Angel investment,,[],,,,
YNOS1473,M.PAANI,Technology,,,,Software & Computer Services,B2B,,Connects brands directly to mass-market consumers with real time intelligence marketing and data analytics platform.,,,['Big Data Analytics and Machine learning'],,,,,"['APRAMEYA RADHAKRISHNA, OTHERS']",,"['Connect Retailers',  'Marketing and Branding',  'Data Analytics']",,"[Timestamp('2016-04-01 00:00:00'),  '',  '']","['',  '',  '']","['',  '',  '']","['Venture Capitalist',  '',  '']","['',  '',  '']",VI,,"['Software and Internet Services',  'Not required']",VC Funded,Maharashtra,[],Mumbai,,19.180874,72.857452
YNOS1474,M.R. ORGANISATION,Industrials,,,,Industrial goods and services,B2C,,"M. R. Organisation Limited manufactures,  exports,  and supplies air and gas compressor kits/parts. It offers rotary screw compressor parts and kits,  reciprocating piston compressor parts and kits,  vacuum pumps kits and parts,  airend rebuilding kits and shaft seal kits,  thermostats valves and elements,  consumables(air,  oil filters,  and separators),  electrical and electronic components,  compressor lubricants,  and bare reciprocating piston compressors.",,1984-01-01 0:00:00,['Business Support Services'],,,,,[''],,['Kits and parts for air and gas compressors'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Industrial and Business Products and Services'],Angel investment,Gujarat,['Mayur Kamdar'],Ahmedabad,,23.00795,72.553757
YNOS1475,M4MATHS,Technology,,,,Software & Computer Services,B2C,,"M4Maths provides latest placement papers online for several reputed public establishments such as ONGC,  BHEL,  NTPC,  GAIL and private companies such as TCS,  Accenture,  Infosys,  TECH MAHINDRA,  IBM,  CTS,  etc.",,,['Online courses and resources'],Startup Tunnel,2016-02-01 0:00:00,,,[''],,['Placement related help'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Edu-Tech'],,,[],Noida,http://www.m4maths.com/,28.535517,77.391029
YNOS1476,MAALAA OPTICAL,,,,,,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Hyperlocal and Logistics'],Angel investment,,[],,,,
YNOS1477,MAALGAADI,Industrials,,,,Industrial goods and services,B2C,,Load picking and delivering throughout the city boundaries with an efficient and timely live tracking of your load. We prefer a varied variety and sizes of vehicles for the loading process ranging from Tata ace to all loading trucks spanning across the city.,,,['Delivery services and logistics'],,,,,['SWAN ANGEL NETWORK'],,"['Improve Logistics',  'Delivery Services']",,"[Timestamp('2016-08-01 00:00:00'),  '',  '']","[2.5,  '',  '']","['',  '',  '']","['Angel Forum',  '',  '']","['',  '',  '']",VI,,['Hyperlocal and Logistics'],Angel investment,Madhya Pradesh,"['SAURABH RAJ',  'ANIRUDH GARG']",Indore,http://maalgaadi.net,23.200001,77.080002
YNOS1478,MAAXMARKET,Technology,,,,Software & Computer Services,B2B,,Texas-based MaaxMarket is cloud-based marketing automation platform designed for businesses to automate follow-ups.,,,['Enterprise Software'],Amrita - TBI,2016-01-01 0:00:00,,,[''],,['Marketing with software'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Software and Internet Services'],,,[],Texas,http://www.maaxmarket.com/,,
YNOS1479,MAC APP STUDIO,Technology,,,,Software & Computer Services,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Technology'],Angel investment,,[],Chennai,,12.981241,80.20945
YNOS1480,MAD STREET DEN,Technology,,,,Software & Computer Services,B2C,,Solve industrial problem using computer vision and artificial Intelligence,,,['Big Data Analytics and Machine learning'],,,,,"['GROWX VENTURES',  'GROWX VENTURES']",,['Data Analytics and Artificial Intelligence to solve industrial problems'],,"[Timestamp('2015-02-01 00:00:00'),  Timestamp('2016-08-01 00:00:00'),  '']","[9.6,  '',  '']","['',  '',  '']","['Venture Capitalist',  'Venture Capitalist',  '']","['',  '',  '']",VI,,"['Software and Internet Services',  'Not required']",VC Funded,Tamil Nadu,"['ASHWINI ASOKAN',  'ANAND CHANDRASEKARAN']",Chennai,http://www.vue.ai,12.981241,80.20945
YNOS1481,MADANAPALLE RETAIL,Industrials,,,,Industrial goods and services,B2C,[19.24574477],"Madanapalle Retail Private Limited manufactures sleep related products. It offers mattresses,  pillows,  protectors,  and toppers",[''],2011-01-01,['Product development'],,,,['Seed'],['ANAND MORZARIA'],['Angel'],['Sleep related product'],['https://in.linkedin.com/in/anandmorzaria'],[Timestamp('2015-06-30 00:00:00')],[19.24574477],,,,VCC,['Pre-Seed'],['Industrial and Business Products and Services'],,,[],Bengaluru,http://www.fabmart.com,13.094454,77.586014
YNOS1482,MADHATTERS VOYAGE,Technology,,,,Software & Computer Services,B2C,,Madhatters Voyage Pvt Ltd. provides on demand bike taxi services through a mobile application,,2015-01-01 0:00:00,"['Taxi Services,  Automobile pooling & Travel']",,,,,[''],,['Taxi services'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Hyperlocal and Logistics'],Angel investment,Haryana,['Mohit Sharma'],Gurgaon,,28.457523,77.026344
YNOS1483,MADHU BIOGREEN PRODUCTS,Consumergoods,,,,Food and beverage,B2C,,"Madhu Biogreen Products Pvt. Ltd is a start-up company,  formed with the vision to bridge the
demand supply gap of fruits and vegetables in the states of Telangana and Andhra Pradesh by
adopting eco-friendly farming practices. The company also intended for organic waste management
for the production of bio-gas and other organic inputs.
",,,['Online Grocery'],AIP - ICRISAT,2015-01-01 0:00:00,,,[''],,['Fruits and vegetables sale'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Hyperlocal and Logistics'],,,[],Hyderabad,,17.437462,78.448288
YNOS1484,MADRAT GAMES,Technology,,,,Software & Computer Services,B2C,"['',  '',  '',  '']","MadRat Games is the pioneer in learning games and has to its credit,  the World???s First Hindi Board Game,  World???s First Roll-up Puzzle & World's First Wearable Gaming Platform.","[363.7445762,  363.7445762,  363.7445762,  363.7445762]",2008-01-01,['Games and Gaming enablers'],,,,"['Venture Capital',  'Venture Capital',  'Venture Capital',  'Venture Capital']","['KUNAL BAHL',  'ROHIT KUMAR BANSAL',  'VIKAS BADRIPRASAD CHOUDHURY',  'VIPUL RAWAL']","['Angel',  'Angel',  'Angel',  'Angel']",['Games'],"['',  '',  '',  '']","[Timestamp('2015-03-30 00:00:00'),  Timestamp('2015-03-30 00:00:00'),  Timestamp('2015-03-30 00:00:00'),  Timestamp('2015-03-30 00:00:00')]","[17.96269512,  17.96269512,  17.96269512,  17.96269512]",,,,VCC,"['Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed']",['Media Advertising and Gaming'],,,"['RAJAT DHARIWAL',  'MADHUMITA HALDER']",Bangalore,http://www.aksharit.com,12.972442,77.580643
YNOS1485,MAGASOOL AGRO,Industrials,,,,Industrial goods and services,B2B,,"Magasool Agro provides to small and marginal farmers specialized agriculture inputs,  agri tech and knowledge to improve yield.",,,['Agriculture Autoomation and Support'],IIM-C,2015-09-01 0:00:00,,,[''],,['Agriculture consultancy'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Industrial and Business Products and Services'],,,[],Chennai,http://www.magasool.org/,12.981241,80.20945
YNOS1486,MAGELLAN LIFE SCIENCES,Healthcare,,,,Healthcare,B2B,,"Magellan Life Sciences?""? Pvt. Ltd.focuses on next-generation vaccine engineering,  therapeutics and recombinant food extracts.",,,['Pharmaceuticals and drug development and manufacturing'],ICICI Knowledge Park,2015-01-01 0:00:00,,,[''],,['Healthcare development'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Health-Tech'],,,[],Hyderabad,http://www.magellanlife sciences.com,17.437462,78.448288
YNOS1487,MAGHI'S COOKERY,,,,,,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Hyperlocal and Logistics'],Angel investment,,[],,,,
YNOS1488,MAGIC FOODBOX,Consumergoods,,,,Food and beverage,B2C,,"The Frying Pan (TFP) App is your 24*7 Food Assistant that helps you find what you want to eat. We have a selection of over 50, 000 recipes collected from over 108 Chefs and Bloggers across 74 cuisines and 1782 ingredients. At The Frying Pan,  we believe that no two tongues are the same and no two recipe are the same,  so we provide you personalized recommendations based on your tastes (spicy,  sweet,  sour),  dietary requirements (veg or non-veg),  cuisine preferences,  likes and disliked ingredients,  cooking techniques (baked food,  roasted,  grilled),  meal choices (be it breakfast,  lunch, dinner or dessert) and much more.",,,['Food product'],,,,,[''],,['Food product'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Consumer Products and Services'],Angel investment,,[],New Delhi,,28.526592,77.290169
YNOS1489,MAGICLANE APP SERVICES,,,,,,,"[13.44514032,  13.44514032,  13.44514032,  13.44514032,  13.44514032]",,"['',  '',  '',  '',  '']",2015-01-01,[],,,,"['Seed',  'Seed',  'Seed',  'Seed',  'Seed']","['AARTI GROVER',  'HARI KUMAR',  'KRIS GOPALAKRISHNAN',  'R RAMARAJ',  'RANJAN RAMDAS PAI']","['Angel',  'Angel',  'Angel',  'Angel',  'Angel']",[],"['https://in.linkedin.com/in/aarti-grover-28ba321',  'https://in.linkedin.com/in/hari-kumar-41067668',  '',  '',  '']","[Timestamp('2016-04-12 00:00:00'),  Timestamp('2016-04-12 00:00:00'),  Timestamp('2016-04-12 00:00:00'),  Timestamp('2016-04-12 00:00:00'),  Timestamp('2016-04-12 00:00:00')]","[67.2257016,  67.2257016,  67.2257016,  67.2257016,  67.2257016]",,,,VCC,"['Seed',  'Seed',  'Seed',  'Seed',  'Seed']",[],,,"['VISHWAS MUDAGAL',  'SONIA SHARMA']",Bangalore,http://magicx.co,12.972442,77.580643
YNOS1490,MAGICPIN,Technology,,,,Software & Computer Services,B2B,,"The Gurgaon-based hyperlocal discovery platform provides a platform for users and enables merchants in a locality,  discover,  interact and transact.",,,['Social platforms for industrial services'],Google Launchpad,2016-05-01 0:00:00,,,[''],,['Website for local contacts connect vendors'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Social Platforms'],,,[],New Delhi,http://magicpin.in/home/,28.526592,77.290169
YNOS1491,MAGICTAP,Technology,,,,Software & Computer Services,B2B,,"Magictap offers a cloud based IOT platform to build mobile applications combining mobile,   proximity technology and analytic platform to connect physical media to digital content via NFC and QR codes.",,,['Cloud Infrastructure'],GSF Accelerator,2015-04-01 0:00:00,,,[''],,['IOT cloud based'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Software and Internet Services'],,,[],Mumbai,http://www.magictapsolutions.com/,19.180874,72.857452
YNOS1492,MAGICTIGER,Consumerservices,,,,Retail,B2C,"['',  '',  '',  '']","MagicTiger is a one stop shop. Be it groceries,  food,  movie tickets,  travel and anything at one roof.onlie platform.","['',  '',  '',  '']",,['Marketplace'],,,,"['Seed',  'Seed',  'Seed',  'Seed']","['HARI KUMAR',  'KRIS GOPALAKRISHNAN',  'RAJAN PAI',  'RAMARAJ']","['Angel',  'Angel',  'Angel',  'Angel']",['Online shopping'],"['https://in.linkedin.com/in/hari-kumar-41067668',  '',  '',  '']","[Timestamp('2016-04-13 00:00:00'),  Timestamp('2016-04-13 00:00:00'),  Timestamp('2016-04-13 00:00:00'),  Timestamp('2016-04-13 00:00:00')]","[67.2257016,  67.2257016,  67.2257016,  67.2257016]",,,,Deal Curry,"['Seed',  'Seed',  'Seed',  'Seed']",['Internet marketplace and e-Commerce'],Angel investment,Karnataka,[],Bengaluru,,13.094454,77.586014
YNOS1493,MAGICX,Technology,,,,Software & Computer Services,B2C,,Moblie application with chat box feature for ordering groceries paying phone and other utility bills recharging your prepaid number booking events,,,"['Booking',  'Online Grocery']",,,,,"['KRIS GOPALAKRISHNAN, OTHERS']",,"['Event Booking',  'Groceries',  'Mobile Application']",,"[Timestamp('2016-04-01 00:00:00'),  '',  '']","[6.2,  '',  '']","['',  '',  '']","['Angel Forum',  '',  '']","['',  '',  '']",VI,,"['Internet marketplace and eCommerce',  'Hyperlocal and Logistics']",Angel investment,Karnataka,['PRATYUSH PRASANNA'],Bengaluru,http://magicx.co/,13.094454,77.586014
YNOS1494,MAGNETO HOME,Consumergoods,,,,personal and household goods,B2B2C,,"Magneto Home Private Limited provides furniture renting services in Gurgaon,  India. It rents home furniture,  such as bed room,  living room,  dining room,  and study room furniture. The company also rents office furniture and appliances.",,2015-01-01 0:00:00,['Borrow and rent goods and products'],,,,,[''],,['Renting of furnitures'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Internet marketplace and e-Commerce'],Angel investment,Haryana,['jitendra Gupta'],Gurgaon,,28.457523,77.026344
YNOS1495,MAGNOVO MANUFACTURERS,Industrials,,,,Industrial goods and services,,,"Magnavox Electronic Systems Company manufactures electronic products. The Company provides military tactical communications,  electronic warfare,  command and control systems,  electro-optics,  and air anti-submarine warfare.",,,['Electronic Equipment'],,,,,[''],,['Manufacture of electronics'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Industrial and Business Products and Services'],Angel investment,USA,[],,,,
YNOS1496,MAHAPOOL,Consumerservices,,,,Travel and Leisure,B2C,,Mobile allication for solutions to problems like traffic parking air pollution and fuel wastage by pooling two or more people,,,['Taxi Services Automobile pooling & Travel'],,,,,[''],,"['Moblie application  for car pooling',  'Bike Pooling']",,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Startup Centre,,"['Hyperlocal and Logistics',  'Not required']",Acceleration,Haryana,[],Faridabad,,,
YNOS1497,MAIDEN MARKETING INDIA,Industrials,,,,Industrial goods and services,B2B,"['',  '']",Maiden Media Group is an advertising and marketing firm specializing in developing brand media,"['',  '']",2013-01-01,['Business Support Services'],,,,"['Series A',  'Series A']","['GANESH KRISHNAN',  'K GANESAN']","['Angel',  'Angel']",['Digital marketing services and software developments'],"['',  'https://in.linkedin.com/in/ganeshk']","[Timestamp('2014-07-08 00:00:00'),  Timestamp('2014-07-08 00:00:00')]","[152.56886550000002,  152.56886550000002]",,,,VCC,"['Series A',  'Series A']",['Industrial and Business Products and Services'],,USA,[],,http://www.pokkt.com,,
